Gene stable ID	Gene stable ID version	Gene name	Gene start (bp)	Gene end (bp)
ENSG00000068097	ENSG00000068097.15	HEATR6	60041008	60078922
ENSG00000264049	ENSG00000264049.1	MIR4737	60043025	60043105
ENSG00000267526	ENSG00000267526.1	AC005702.2	60063004	60064782
ENSG00000267416	ENSG00000267416.1	AC025048.4	60079309	60088695
ENSG00000261040	ENSG00000261040.7	WFDC21P	60083566	60091885
ENSG00000280852	ENSG00000280852.2	AC025048.6	60101759	60102919
ENSG00000267295	ENSG00000267295.1	AC025048.3	60113793	60120687
ENSG00000267248	ENSG00000267248.3	AC025048.2	60122642	60135743
ENSG00000277532	ENSG00000277532.1	AC025048.5	60124110	60125474
ENSG00000286435	ENSG00000286435.1	AC025048.7	60135039	60136271
ENSG00000267095	ENSG00000267095.1	AC025048.1	60135762	60140081
ENSG00000167434	ENSG00000167434.10	CA4	60149942	60170899
ENSG00000170832	ENSG00000170832.13	USP32	60177327	60422470
ENSG00000252577	ENSG00000252577.1	SCARNA20	60231516	60231646
ENSG00000241157	ENSG00000241157.1	AC104763.1	60245288	60245647
ENSG00000275562	ENSG00000275562.1	AC104763.2	60256720	60258411
ENSG00000271626	ENSG00000271626.1	H3P42	60315834	60316215
ENSG00000141371	ENSG00000141371.13	C17orf64	60392429	60431426
ENSG00000213228	ENSG00000213228.5	RPL12P38	60433678	60435996
ENSG00000062725	ENSG00000062725.10	APPBP2	60443158	60526242
ENSG00000270553	ENSG00000270553.1	AC011921.3	60513190	60513550
ENSG00000259349	ENSG00000259349.2	AC011921.1	60526293	60550798
ENSG00000267678	ENSG00000267678.1	AC011921.2	60562010	60562161
ENSG00000267772	ENSG00000267772.1	LINC01999	60564547	60586623
ENSG00000266943	ENSG00000266943.1	RPSAP66	60564740	60565671
ENSG00000170836	ENSG00000170836.12	PPM1D	60600183	60666280
ENSG00000200013	ENSG00000200013.1	RNU6-623P	60662333	60662437
ENSG00000141376	ENSG00000141376.22	BCAS3	60677453	61392838
ENSG00000239932	ENSG00000239932.3	RN7SL606P	60696313	60696605
ENSG00000224011	ENSG00000224011.1	AC110602.1	60727165	60727482
ENSG00000267083	ENSG00000267083.1	KRT18P61	60810165	60811462
ENSG00000254114	ENSG00000254114.1	HMGN1P28	60851382	60851745
ENSG00000264322	ENSG00000264322.2	RN7SL448P	60899891	60900185
ENSG00000267207	ENSG00000267207.1	AC005884.1	61034636	61070122
ENSG00000267449	ENSG00000267449.1	AC005884.2	61069856	61070356
ENSG00000227694	ENSG00000227694.1	RPL23AP74	61069871	61070341
ENSG00000286997	ENSG00000286997.1	AC005856.1	61119095	61135969
ENSG00000273982	ENSG00000273982.1	AC005746.3	61354763	61355155
ENSG00000267131	ENSG00000267131.1	AC005746.2	61361668	61400243
ENSG00000266934	ENSG00000266934.1	AC005746.1	61382785	61384680
ENSG00000267280	ENSG00000267280.5	TBX2-AS1	61393456	61411555
ENSG00000121068	ENSG00000121068.14	TBX2	61399843	61409466
ENSG00000187013	ENSG00000187013.4	LINC02875	61411751	61413280
ENSG00000121075	ENSG00000121075.11	TBX4	61452404	61485110
ENSG00000267137	ENSG00000267137.1	AC005901.1	61460224	61463384
ENSG00000253506	ENSG00000253506.3	NACA2	61590421	61591219
ENSG00000136492	ENSG00000136492.9	BRIP1	61679139	61863528
ENSG00000108506	ENSG00000108506.12	INTS2	61865367	61928016
ENSG00000108510	ENSG00000108510.10	MED13	61942605	62065278
ENSG00000279133	ENSG00000279133.1	AC018628.1	62003700	62007518
ENSG00000242398	ENSG00000242398.3	RN7SL800P	62005737	62006016
ENSG00000285879	ENSG00000285879.1	AC018628.2	62035944	62040352
ENSG00000266066	ENSG00000266066.1	POLRMTP1	62136972	62140639
ENSG00000266365	ENSG00000266365.1	AC053481.3	62231470	62247153
ENSG00000266647	ENSG00000266647.1	AC053481.4	62260634	62261936
ENSG00000188755	ENSG00000188755.10	TBC1D3P2	62264705	62275655
ENSG00000263887	ENSG00000263887.7	AC053481.2	62282702	62297026
ENSG00000242123	ENSG00000242123.1	AC053481.1	62319884	62320189
ENSG00000172421	ENSG00000172421.10	EFCAB3	62343941	62416480
ENSG00000239809	ENSG00000239809.1	AC008026.2	62381668	62382015
ENSG00000251981	ENSG00000251981.1	RNU7-52P	62383104	62383166
ENSG00000239527	ENSG00000239527.1	RPS23P7	62397397	62398142
ENSG00000087995	ENSG00000087995.16	METTL2A	62423875	62453385
ENSG00000146872	ENSG00000146872.18	TLK2	62458658	62615481
ENSG00000239246	ENSG00000239246.3	AC008026.1	62516321	62516767
ENSG00000264546	ENSG00000264546.1	AC008026.3	62549726	62552121
ENSG00000277463	ENSG00000277463.1	AC080038.2	62626031	62626453
ENSG00000274565	ENSG00000274565.1	AC080038.1	62626437	62627590
ENSG00000011028	ENSG00000011028.14	MRC2	62627670	62693597
ENSG00000279713	ENSG00000279713.1	AC080038.3	62679403	62681354
ENSG00000199697	ENSG00000199697.1	RNU6-446P	62683905	62684010
ENSG00000265702	ENSG00000265702.2	AC005821.1	62699244	62754973
ENSG00000173838	ENSG00000173838.12	MARCHF10	62701314	62808344
ENSG00000287457	ENSG00000287457.1	AC005821.2	62789109	62791765
ENSG00000265000	ENSG00000265000.1	MARCHF10-DT	62808500	62836371
ENSG00000264907	ENSG00000264907.1	PRELID3BP3	62841101	62841645
ENSG00000283538	ENSG00000283538.3	AC005972.3	62910021	62968549
ENSG00000207552	ENSG00000207552.1	MIR633	62944215	62944312
ENSG00000265262	ENSG00000265262.1	TRMT112P3	62950831	62951188
ENSG00000270324	ENSG00000270324.1	AC005972.1	62978494	62978841
ENSG00000272164	ENSG00000272164.1	AC005972.2	63004672	63005152
ENSG00000170921	ENSG00000170921.15	TANC2	63009556	63427699
ENSG00000272383	ENSG00000272383.1	AC006270.2	63088162	63089197
ENSG00000264513	ENSG00000264513.1	AC006270.1	63117019	63130947
ENSG00000264529	ENSG00000264529.1	DNAJB6P8	63182166	63182817
ENSG00000233635	ENSG00000233635.2	AC015923.1	63193930	63339053
ENSG00000263501	ENSG00000263501.1	AC005828.2	63305262	63313521
ENSG00000271919	ENSG00000271919.1	AC005828.7	63331984	63332539
ENSG00000226797	ENSG00000226797.2	AC005828.1	63381231	63414430
ENSG00000263644	ENSG00000263644.1	AC005828.3	63391191	63431089
ENSG00000271749	ENSG00000271749.1	AC005828.6	63393355	63393586
ENSG00000265282	ENSG00000265282.1	AC005828.4	63430468	63432211
ENSG00000008283	ENSG00000008283.16	CYB561	63432304	63446354
ENSG00000265971	ENSG00000265971.1	AC005828.5	63454993	63455817
ENSG00000228979	ENSG00000228979.4	PPIAP55	63471604	63472093
ENSG00000159640	ENSG00000159640.16	ACE	63477061	63498380
ENSG00000264813	ENSG00000264813.6	AC113554.1	63484823	63521848
ENSG00000224353	ENSG00000224353.2	ACE3P	63507056	63519806
ENSG00000173826	ENSG00000173826.15	KCNH6	63523334	63548977
ENSG00000136485	ENSG00000136485.15	DCAF7	63550477	63594279
ENSG00000200560	ENSG00000200560.1	RNU6-288P	63573242	63573345
ENSG00000136463	ENSG00000136463.8	TACO1	63600882	63608365
ENSG00000270587	ENSG00000270587.1	AC046185.2	63610772	63611184
ENSG00000198909	ENSG00000198909.8	MAP3K3	63622415	63696305
ENSG00000263883	ENSG00000263883.1	EEF1DP7	63636601	63637113
ENSG00000266173	ENSG00000266173.7	STRADA	63682336	63741986
ENSG00000136490	ENSG00000136490.9	LIMD2	63695888	63701172
ENSG00000279369	ENSG00000279369.1	AC046185.3	63700847	63702670
ENSG00000125695	ENSG00000125695.12	AC046185.1	63702845	63752097
ENSG00000108588	ENSG00000108588.14	CCDC47	63745255	63776351
ENSG00000198231	ENSG00000198231.13	DDX42	63773603	63819317
ENSG00000108592	ENSG00000108592.17	FTSJ3	63819433	63830012
ENSG00000087191	ENSG00000087191.13	PSMC5	63827152	63832026
ENSG00000108604	ENSG00000108604.16	SMARCD2	63832081	63843065
ENSG00000240280	ENSG00000240280.7	TCAM1P	63849292	63864379
ENSG00000213218	ENSG00000213218.11	CSH2	63872012	63873766
ENSG00000136487	ENSG00000136487.18	GH2	63880215	63881944
ENSG00000259533	ENSG00000259533.2	AC040958.1	63885810	63886411
ENSG00000136488	ENSG00000136488.15	CSH1	63894909	63896661
ENSG00000259333	ENSG00000259333.1	AC127029.1	63900643	63900879
ENSG00000204414	ENSG00000204414.13	CSHL1	63909597	63918838
ENSG00000259384	ENSG00000259384.7	GH1	63917200	63918839
ENSG00000285947	ENSG00000285947.1	AC127029.3	63917203	63931385
ENSG00000007312	ENSG00000007312.13	CD79B	63928740	63932336
ENSG00000007314	ENSG00000007314.12	SCN4A	63938554	63972918
ENSG00000263489	ENSG00000263489.1	AC127029.2	63972920	63989422
ENSG00000264954	ENSG00000264954.2	PRR29-AS1	63995418	63999899
ENSG00000224383	ENSG00000224383.8	PRR29	63998351	64004305
ENSG00000108622	ENSG00000108622.11	ICAM2	64002594	64020634
ENSG00000178607	ENSG00000178607.16	ERN1	64039142	64130819
ENSG00000286629	ENSG00000286629.1	AC005803.1	64067619	64070270
ENSG00000266402	ENSG00000266402.3	SNHG25	64145970	64146476
ENSG00000199753	ENSG00000199753.1	SNORD104	64146083	64146152
ENSG00000281311	ENSG00000281311.1	AC025362.1	64146337	64146471
ENSG00000277887	ENSG00000277887.1	SNORA50C	64146339	64146471
ENSG00000136478	ENSG00000136478.8	TEX2	64147227	64263260
ENSG00000256358	ENSG00000256358.1	RPL31P57	64308316	64308690
ENSG00000261371	ENSG00000261371.6	PECAM1	64319415	64413776
ENSG00000265031	ENSG00000265031.1	AC234063.1	64425069	64425170
ENSG00000271605	ENSG00000271605.6	MILR1	64449037	64468643
ENSG00000256525	ENSG00000256525.8	POLG2	64477785	64497054
ENSG00000256826	ENSG00000256826.1	ATP5MFP4	64491523	64491789
ENSG00000108654	ENSG00000108654.15	DDX5	64498254	64508199
ENSG00000284564	ENSG00000284564.1	MIR3064	64500774	64500839
ENSG00000284368	ENSG00000284368.1	MIR5047	64501214	64501313
ENSG00000258890	ENSG00000258890.7	CEP95	64506865	64542461
ENSG00000108854	ENSG00000108854.16	SMURF2	64542282	64662307
ENSG00000271779	ENSG00000271779.1	AC009994.1	64572829	64573081
ENSG00000270714	ENSG00000270714.1	MICOS10P2	64747264	64747492
ENSG00000215769	ENSG00000215769.8	ARHGAP27P1-BPTFP1-KPNA2P3	64749663	64781707
ENSG00000266820	ENSG00000266820.1	KPNA2P3	64749918	64758603
ENSG00000265298	ENSG00000265298.1	AC132812.1	64750420	64751311
ENSG00000263647	ENSG00000263647.1	BPTFP1	64761912	64762710
ENSG00000265982	ENSG00000265982.1	AC103810.3	64778842	64778937
ENSG00000214176	ENSG00000214176.9	PLEKHM1P1	64779259	64837154
ENSG00000278581	ENSG00000278581.1	MIR6080	64780759	64780824
ENSG00000284172	ENSG00000284172.1	MIR4315-2	64822030	64822102
ENSG00000252242	ENSG00000252242.1	RNU7-115P	64825765	64825819
ENSG00000272400	ENSG00000272400.1	AC103810.9	64847386	64847728
ENSG00000176809	ENSG00000176809.10	LRRC37A3	64854312	64919480
ENSG00000264840	ENSG00000264840.1	RN7SL404P	64871504	64871784
ENSG00000272134	ENSG00000272134.1	AC103810.6	64881091	64881181
ENSG00000272220	ENSG00000272220.1	AC103810.7	64892728	64892845
ENSG00000265218	ENSG00000265218.1	AC103810.2	64892729	64910180
ENSG00000266644	ENSG00000266644.1	AC103810.5	64899766	64900716
ENSG00000271974	ENSG00000271974.1	RDM1P4	64905883	64906018
ENSG00000264057	ENSG00000264057.1	AC103810.1	64927634	64934203
ENSG00000266155	ENSG00000266155.2	AC103810.4	64936485	64940229
ENSG00000280299	ENSG00000280299.1	AC037487.4	64940602	64954177
ENSG00000272346	ENSG00000272346.2	AC103810.8	64940606	64940717
ENSG00000265912	ENSG00000265912.1	AC037487.1	64943262	64951054
ENSG00000272006	ENSG00000272006.1	AC037487.3	64951498	64951609
ENSG00000232457	ENSG00000232457.4	SLC16A6P1	64953683	64956546
ENSG00000214174	ENSG00000214174.8	AMZ2P1	64966550	64975576
ENSG00000120063	ENSG00000120063.10	GNA13	65009289	65056740
ENSG00000266598	ENSG00000266598.1	AC037487.2	65051909	65053308
ENSG00000108370	ENSG00000108370.17	RGS9	65100812	65227703
ENSG00000265883	ENSG00000265883.1	AC060771.1	65185319	65185482
ENSG00000263520	ENSG00000263520.1	LINC02563	65457541	65458408
ENSG00000168646	ENSG00000168646.13	AXIN2	65528563	65561648
ENSG00000266076	ENSG00000266076.1	AC004805.1	65538102	65641033
ENSG00000154240	ENSG00000154240.17	CEP112	65635537	66192133
ENSG00000271587	ENSG00000271587.1	AC004805.3	65644308	65644617
ENSG00000270870	ENSG00000270870.1	AC004805.2	65654914	65655395
ENSG00000266707	ENSG00000266707.1	PSMD7P1	66197693	66198238
ENSG00000091583	ENSG00000091583.11	APOH	66212033	66256525
ENSG00000252653	ENSG00000252653.1	RNA5SP444	66267743	66267848
ENSG00000284242	ENSG00000284242.1	AC009452.1	66278059	66278664
ENSG00000154229	ENSG00000154229.12	PRKCA	66302613	66810743
ENSG00000244044	ENSG00000244044.3	RN7SL735P	66364029	66364320
ENSG00000264630	ENSG00000264630.5	PRKCA-AS1	66398069	66416854
ENSG00000252685	ENSG00000252685.1	RNU6-928P	66638271	66638374
ENSG00000251698	ENSG00000251698.1	RNA5SP445	66639269	66639383
ENSG00000229330	ENSG00000229330.2	AC006947.1	66676372	66677404
ENSG00000207943	ENSG00000207943.1	MIR634	66787072	66787168
ENSG00000075429	ENSG00000075429.9	CACNG5	66835117	66894751
ENSG00000251764	ENSG00000251764.1	RNA5SP446	66895491	66895572
ENSG00000075461	ENSG00000075461.6	CACNG4	66964707	67033398
ENSG00000264491	ENSG00000264491.1	AC005544.1	67019934	67021743
ENSG00000265664	ENSG00000265664.1	AC005544.2	67032409	67033290
ENSG00000108878	ENSG00000108878.5	CACNG1	67044554	67056797
ENSG00000198265	ENSG00000198265.12	HELZ	67070444	67245989
ENSG00000264421	ENSG00000264421.1	AC007448.3	67224303	67225541
ENSG00000213180	ENSG00000213180.4	RPL36AP48	67224728	67225041
ENSG00000285877	ENSG00000285877.1	AC007448.5	67244282	67273503
ENSG00000266473	ENSG00000266473.1	AC007448.4	67244837	67245806
ENSG00000200619	ENSG00000200619.1	RNA5SP447	67268110	67268228
ENSG00000207410	ENSG00000207410.1	AC007448.1	67271469	67271607
ENSG00000264093	ENSG00000264093.1	AC007448.2	67276118	67276351
ENSG00000197170	ENSG00000197170.10	PSMD12	67337916	67366605
ENSG00000154217	ENSG00000154217.15	PITPNC1	67377281	67697261
ENSG00000244610	ENSG00000244610.3	RN7SL756P	67457023	67457290
ENSG00000263690	ENSG00000263690.2	MIR548D2	67471489	67471585
ENSG00000207688	ENSG00000207688.2	MIR548AA2	67471489	67471585
ENSG00000264754	ENSG00000264754.1	AC110921.1	67524481	67525422
ENSG00000279917	ENSG00000279917.1	AC079331.2	67611277	67613822
ENSG00000279361	ENSG00000279361.1	AC079331.1	67637774	67638973
ENSG00000288109	ENSG00000288109.1	AC079331.3	67658015	67659465
ENSG00000130935	ENSG00000130935.10	NOL11	67717931	67744531
ENSG00000200394	ENSG00000200394.1	SNORA38B	67740669	67740799
ENSG00000266858	ENSG00000266858.1	RPSAP67	67774591	67777324
ENSG00000213179	ENSG00000213179.4	RPL17P41	67784753	67785293
ENSG00000171634	ENSG00000171634.18	BPTF	67825503	67984378
ENSG00000266717	ENSG00000266717.1	AC134407.1	67950885	67951746
ENSG00000279573	ENSG00000279573.1	AC134407.2	67955314	67957291
ENSG00000279880	ENSG00000279880.1	AC134407.3	67973934	67976072
ENSG00000265052	ENSG00000265052.2	RN7SL622P	67977698	67977972
ENSG00000186665	ENSG00000186665.9	C17orf58	67991101	67996431
ENSG00000182481	ENSG00000182481.9	KPNA2	68035708	68046854
ENSG00000266117	ENSG00000266117.1	FBXO36P1	68095068	68095757
ENSG00000265055	ENSG00000265055.2	AC145343.1	68096046	68101496
ENSG00000237854	ENSG00000237854.3	LINC00674	68101908	68115518
ENSG00000267023	ENSG00000267023.5	LRRC37A16P	68125777	68152468
ENSG00000278730	ENSG00000278730.1	AC005332.6	68126666	68129586
ENSG00000274561	ENSG00000274561.1	AC005332.3	68131462	68131907
ENSG00000277476	ENSG00000277476.1	AC005332.5	68133201	68135935
ENSG00000267352	ENSG00000267352.1	SH3GL1P3	68134675	68135604
ENSG00000267708	ENSG00000267708.1	RDM1P3	68152776	68159043
ENSG00000278740	ENSG00000278740.1	AC005332.7	68188547	68189165
ENSG00000267731	ENSG00000267731.1	AC005332.2	68189884	68192802
ENSG00000267472	ENSG00000267472.1	ARHGAP27P2	68198921	68199596
ENSG00000274712	ENSG00000274712.2	AC005332.4	68205489	68207493
ENSG00000196704	ENSG00000196704.13	AMZ2	68206076	68257712
ENSG00000265100	ENSG00000265100.1	AC005332.1	68246629	68247938
ENSG00000141337	ENSG00000141337.12	ARSG	68259182	68422731
ENSG00000108932	ENSG00000108932.12	SLC16A6	68267026	68291267
ENSG00000267009	ENSG00000267009.6	AC007780.1	68413623	68524949
ENSG00000070540	ENSG00000070540.13	WIPI1	68420948	68457513
ENSG00000207561	ENSG00000207561.1	MIR635	68424451	68424548
ENSG00000108946	ENSG00000108946.15	PRKAR1A	68511780	68551319
ENSG00000108950	ENSG00000108950.12	FAM20A	68535113	68601367
ENSG00000267461	ENSG00000267461.1	AC079210.1	68557516	68582577
ENSG00000267659	ENSG00000267659.5	LINC01482	68591796	68763882
ENSG00000283376	ENSG00000283376.1	AC011591.2	68691809	68716064
ENSG00000267250	ENSG00000267250.1	AC011591.1	68793549	68797822
ENSG00000141338	ENSG00000141338.14	ABCA8	68867289	68955392
ENSG00000231749	ENSG00000231749.3	ABCA9-AS1	68944531	69042784
ENSG00000154258	ENSG00000154258.17	ABCA9	68974488	69060949
ENSG00000154262	ENSG00000154262.13	ABCA6	69078702	69141895
ENSG00000267361	ENSG00000267361.1	SEC24AP1	69094289	69095499
ENSG00000265331	ENSG00000265331.1	MIR4524B	69099542	69099656
ENSG00000283385	ENSG00000283385.1	MIR4524A	69099564	69099632
ENSG00000154263	ENSG00000154263.17	ABCA10	69147214	69244846
ENSG00000278873	ENSG00000278873.1	PRO1804	69232963	69235012
ENSG00000285931	ENSG00000285931.1	AC005495.1	69242230	69244097
ENSG00000154265	ENSG00000154265.16	ABCA5	69244311	69327244
ENSG00000267203	ENSG00000267203.1	SNRPGP4	69318733	69318961
ENSG00000252352	ENSG00000252352.1	AC115085.1	69355133	69355218
ENSG00000108984	ENSG00000108984.15	MAP2K6	69414697	69553865
ENSG00000278972	ENSG00000278972.1	AC015920.1	69433084	69435533
ENSG00000267653	ENSG00000267653.1	AC002546.1	69477139	69501755
ENSG00000227517	ENSG00000227517.7	LINC01483	69577251	69903000
ENSG00000267184	ENSG00000267184.1	AC002545.1	69707193	69707373
ENSG00000237560	ENSG00000237560.7	LINC01497	69961568	69994845
ENSG00000230258	ENSG00000230258.6	AC005208.1	70017324	70128859
ENSG00000267603	ENSG00000267603.1	LINC01028	70051277	70068095
ENSG00000153822	ENSG00000153822.13	KCNJ16	70053429	70135608
ENSG00000267365	ENSG00000267365.1	KCNJ2-AS1	70166961	70169402
ENSG00000123700	ENSG00000123700.5	KCNJ2	70168673	70180044
ENSG00000267170	ENSG00000267170.1	CALM2P1	70241324	70241761
ENSG00000267109	ENSG00000267109.1	AC011990.1	70312831	70368916
ENSG00000267471	ENSG00000267471.1	AC005771.1	70628917	70629265
ENSG00000271239	ENSG00000271239.1	AC007423.1	70778604	70779230
ENSG00000271101	ENSG00000271101.1	AC005181.1	71011997	71013587
ENSG00000260785	ENSG00000260785.2	CASC17	71097774	71202203
ENSG00000238759	ENSG00000238759.1	RNU7-155P	71298156	71298218
ENSG00000225818	ENSG00000225818.1	AC118653.1	71596338	71597279
ENSG00000228118	ENSG00000228118.3	MYL6P5	71620978	71621436
ENSG00000286387	ENSG00000286387.1	AC007432.1	71678899	71743468
ENSG00000283517	ENSG00000283517.1	AC005144.1	71829870	71871750
ENSG00000228639	ENSG00000228639.8	ROCR	72021851	72058073
ENSG00000256124	ENSG00000256124.6	LINC01152	72030291	72041310
ENSG00000288605	ENSG00000288605.1	AC007461.1	72033772	72220948
ENSG00000234899	ENSG00000234899.11	SOX9-AS1	72067099	72237203
ENSG00000226101	ENSG00000226101.2	LINC02097	72072333	72103035
ENSG00000125398	ENSG00000125398.8	SOX9	72121020	72126416
ENSG00000227036	ENSG00000227036.8	LINC00511	72290091	72640472
ENSG00000264026	ENSG00000264026.2	LINC02003	72342692	72355136
ENSG00000263680	ENSG00000263680.2	AC007639.1	72425939	72428852
ENSG00000243514	ENSG00000243514.2	RPL32P33	72627231	72627624
ENSG00000263893	ENSG00000263893.2	AC080037.2	72642731	72644490
ENSG00000133195	ENSG00000133195.11	SLC39A11	72645949	73092712
ENSG00000200783	ENSG00000200783.1	RN7SKP180	72663823	72664152
ENSG00000252274	ENSG00000252274.1	AC080037.1	72818836	72818972
ENSG00000264196	ENSG00000264196.1	AC011120.1	72839039	72839718
ENSG00000266501	ENSG00000266501.1	AC025198.1	73067870	73068288
ENSG00000265469	ENSG00000265469.1	POLR3KP2	73163035	73163359
ENSG00000264860	ENSG00000264860.1	AC097641.1	73164977	73196593
ENSG00000180616	ENSG00000180616.9	SSTR2	73165010	73176633
ENSG00000166685	ENSG00000166685.12	COG1	73192632	73208507
ENSG00000277728	ENSG00000277728.1	AC097641.2	73202968	73203431
ENSG00000133193	ENSG00000133193.12	FAM104A	73207353	73236753
ENSG00000141219	ENSG00000141219.15	C17orf80	73232233	73248947
ENSG00000265010	ENSG00000265010.1	AC087301.1	73243093	73244706
ENSG00000187959	ENSG00000187959.9	CPSF4L	73248449	73262352
ENSG00000179604	ENSG00000179604.10	CDC42EP4	73283624	73312005
ENSG00000069188	ENSG00000069188.17	SDK2	73334384	73644445
ENSG00000264985	ENSG00000264985.4	AC124804.1	73513469	73521407
ENSG00000264750	ENSG00000264750.1	AC032019.1	73641026	73643106
ENSG00000265935	ENSG00000265935.1	AC032019.2	73662568	73663848
ENSG00000263574	ENSG00000263574.2	AC125421.1	73737854	73756932
ENSG00000177338	ENSG00000177338.14	LINC00469	73749270	73828520
ENSG00000234721	ENSG00000234721.3	LINC02092	73786675	73800966
ENSG00000265927	ENSG00000265927.1	AC125421.2	73831572	73836019
ENSG00000266765	ENSG00000266765.1	AC137735.1	73894749	73911878
ENSG00000288006	ENSG00000288006.1	AC137735.3	73912190	73931436
ENSG00000285648	ENSG00000285648.1	AC137735.2	73926421	73949906
ENSG00000266357	ENSG00000266357.6	LINC02074	74043452	74154212
ENSG00000172809	ENSG00000172809.13	RPL38	74203582	74210655
ENSG00000246731	ENSG00000246731.3	MGC16275	74209980	74213342
ENSG00000141540	ENSG00000141540.11	TTYH2	74213571	74262020
ENSG00000264272	ENSG00000264272.1	AC100786.1	74256896	74262020
ENSG00000171595	ENSG00000171595.14	DNAI2	74274234	74314884
ENSG00000266106	ENSG00000266106.1	AC103809.1	74307210	74309790
ENSG00000196169	ENSG00000196169.15	KIF19	74326210	74355820
ENSG00000204347	ENSG00000204347.4	BTBD17	74356416	74361868
ENSG00000257008	ENSG00000257008.6	GPR142	74367407	74372622
ENSG00000200021	ENSG00000200021.1	RNA5SP448	74417594	74417704
ENSG00000170412	ENSG00000170412.18	GPRC5C	74424851	74451653
ENSG00000167851	ENSG00000167851.15	CD300A	74466399	74484794
ENSG00000178789	ENSG00000178789.9	CD300LB	74521174	74531475
ENSG00000167850	ENSG00000167850.4	CD300C	74541073	74546115
ENSG00000236770	ENSG00000236770.1	AC079325.1	74549399	74552737
ENSG00000284690	ENSG00000284690.3	CD300H	74560701	74567343
ENSG00000204345	ENSG00000204345.1	CD300LD	74579365	74592283
ENSG00000182352	ENSG00000182352.8	C17orf77	74584679	74594209
ENSG00000261222	ENSG00000261222.3	AC064805.1	74599840	74607229
ENSG00000186407	ENSG00000186407.7	CD300E	74609885	74623738
ENSG00000264659	ENSG00000264659.2	AC064805.2	74670077	74677624
ENSG00000172794	ENSG00000172794.20	RAB37	74670578	74747335
ENSG00000186074	ENSG00000186074.19	CD300LF	74694311	74712978
ENSG00000266036	ENSG00000266036.1	AC016888.1	74747319	74748912
ENSG00000284186	ENSG00000284186.1	MIR3615	74748613	74748699
ENSG00000109062	ENSG00000109062.12	SLC9A3R1	74748628	74769353
ENSG00000109065	ENSG00000109065.12	NAT9	74770529	74776367
ENSG00000109066	ENSG00000109066.14	TMEM104	74776499	74839753
ENSG00000161509	ENSG00000161509.14	GRIN2C	74842023	74861504
ENSG00000161513	ENSG00000161513.12	FDXR	74862497	74873031
ENSG00000172782	ENSG00000172782.12	FADS6	74877302	74893781
ENSG00000182040	ENSG00000182040.9	USH1G	74916083	74923256
ENSG00000183034	ENSG00000183034.13	OTOP2	74922950	74933912
ENSG00000182938	ENSG00000182938.7	OTOP3	74935898	74949992
ENSG00000167861	ENSG00000167861.16	HID1	74950742	74973166
ENSG00000263586	ENSG00000263586.1	HID1-AS1	74970704	74975728
ENSG00000109089	ENSG00000109089.7	CDR2L	74987632	75005800
ENSG00000167862	ENSG00000167862.10	MRPL58	75012670	75021261
ENSG00000252545	ENSG00000252545.1	RNU6-362P	75031097	75031186
ENSG00000180901	ENSG00000180901.11	KCTD2	75032575	75065889
ENSG00000167863	ENSG00000167863.12	ATP5PD	75038863	75046985
ENSG00000239607	ENSG00000239607.3	RN7SL573P	75041740	75042015
ENSG00000270993	ENSG00000270993.1	AC111186.1	75060491	75060620
ENSG00000232724	ENSG00000232724.1	TRIM80P	75074306	75079549
ENSG00000170190	ENSG00000170190.16	SLC16A5	75087727	75106162
ENSG00000125449	ENSG00000125449.7	ARMC7	75109952	75130272
ENSG00000125458	ENSG00000125458.7	NT5C	75130225	75131757
ENSG00000279035	ENSG00000279035.1	AC022211.4	75130883	75133043
ENSG00000189159	ENSG00000189159.16	JPT1	75135248	75168281
ENSG00000265800	ENSG00000265800.1	AC022211.3	75138416	75141350
ENSG00000263786	ENSG00000263786.1	AC022211.1	75145261	75146546
ENSG00000188612	ENSG00000188612.12	SUMO2	75165586	75182959
ENSG00000125450	ENSG00000125450.11	NUP85	75205659	75235758
ENSG00000125447	ENSG00000125447.18	GGA3	75236599	75262363
ENSG00000125445	ENSG00000125445.11	MRPS7	75261674	75266376
ENSG00000125457	ENSG00000125457.14	MIF4GD	75266228	75271227
ENSG00000263843	ENSG00000263843.1	AC022211.2	75271369	75273895
ENSG00000125454	ENSG00000125454.12	SLC25A19	75272981	75289510
ENSG00000177885	ENSG00000177885.15	GRB2	75318076	75405709
ENSG00000228007	ENSG00000228007.1	AC011933.1	75338827	75339147
ENSG00000265987	ENSG00000265987.1	AC011933.4	75344405	75373662
ENSG00000264853	ENSG00000264853.1	AC011933.2	75370947	75373736
ENSG00000265342	ENSG00000265342.1	AC011933.3	75394123	75394963
ENSG00000264511	ENSG00000264511.1	MIR3678	75406069	75406162
ENSG00000223217	ENSG00000223217.1	RNU6-938P	75409086	75409188
ENSG00000177728	ENSG00000177728.17	TMEM94	75441159	75500452
ENSG00000284595	ENSG00000284595.1	MIR6785	75498548	75498628
ENSG00000177303	ENSG00000177303.10	CASKIN2	75500261	75515537
ENSG00000182173	ENSG00000182173.13	TSEN54	75516060	75524735
ENSG00000073350	ENSG00000073350.14	LLGL2	75525080	75575209
ENSG00000266714	ENSG00000266714.9	MYO15B	75588058	75626849
ENSG00000108469	ENSG00000108469.15	RECQL5	75626845	75667189
ENSG00000204323	ENSG00000204323.5	SMIM5	75633434	75641404
ENSG00000259120	ENSG00000259120.3	SMIM6	75646243	75647975
